title,date,year,description,subject,id,refID
"May 10th, 1957",1957-05-10,1957," Construction. Photo (pg 3, c1) | Gifts to University of Idaho (pg 3, c1) | Honorary degrees (pg 4, c6) | Interfraternity ball (pg 1, c1) | Intramural points (Total) (pg 6, c2) | Kaiser Aluminum and Chemical Corporation grant (pg 2, c6) | May fete (pg 1, c4) | Mortar board (pg 5, c7) | Mother's day (pg 1, c4) | Northern division meet (pg 6, c4) | Photo (pg 1, c7) | Photo (pg 4, c4) | Photo (pg 6, c4) | Photo (pg 6, c6) | Photos (pg 3, c1) | Plans toward 1961-65 addition (pg 1, c4) | Schedules. UI vs. whitworth (pg 0, c0) | Scholarships (pg 2, c6) | University of Idaho freshmen vs. Washington State College freshmen (pg 6, c2) | Varsity team vs. Washington State College (pg 6, c3) | Varsity team vs. Whitworth (pg 6, c1) | Western regional; intercollegiate rodeo (pg 6, c5)","Library - New building (1957); Gifts to University of Idaho; Honorary degrees; Interfraternity ball; Intramural points (Total); Scholarships and grants; May fete; Mortar Board; Song fest; Track; Kail, Diane; Little International; Hell Divers - Annual water show; Hatton, Ray; University of Idaho Rodeo team (Vandal Riders); Building program; Student union building; Baseball; Scholarships; Track; Baseball; Rodeo team",ARG-1957-05-10,2738
"May 14th, 1957",1957-05-14,1957," 1957 Commencement speaker (cancelled) (pg 1, c7) | Agricultural Economics, department of - Curriculum (pg 4, c3) | Commencement speakers (pg 1, c7) | Construction (pg 1, c4) | Dixon, Darryl (pg 1, c3) | Faculty, Dean of Agriculture, U of I. Photo (pg 5, c3) | Faculty, U of I, Dean of women. Photo (pg 3, c6) | Little International (Agriculture week) (pg 1, c3) | May fete (pg 1, c4) | Mother's day. Photo (pg 1, c4) | Northern division meet (pg 6, c1) | Northern division meet. Photo (pg 6, c6) | Photo (pg 3, c4) | Photo (pg 4, c1) | Photo (pg 5, c3) | Schedules. UI vs. U of Oregon (pg 0, c0) | Sheppard, Richard (Dick) (pg 6, c1) | Spring. Photo (pg 6, c2) | University physician. Death. Photo (pg 1, c1) | Varsity team vs. University of Oregon (pg 6, c1) | Western regional; intercollegiate rodeo (pg 6, c7)","Cordier, Andrew W.; Agricultural Economics, department of - Curriculum; Commencement speakers; Library - New building (1957); Dixon, Darryl; Kraus, J.E.; Carter, Louise; Little International (Agriculture week); May fete; Song fest; Golf; Tennis; Track; Crrokham, Judy; Little International (Agriculture week); College of Agriculture - Staff; Baseball; Sheppard, Richard (Dick); Football; Alley, Ralph M.; Baseball; Rodeo team",ARG-1957-05-14,2742
"May 17th, 1957",1957-05-17,1957," ASUI vice president 1957-1958 (pg 1, c5) | ASUI-Executive Board (pg 1, c5) | Commencement exercises (pg 5, c2) | Convicted of arson in 1956 Gault Hall fire. (pg 3, c1) | Exchange student to Nicaragua (pg 4, c1) | Golf course (pg 6, c3) | Intramural track (pg 6, c5) | Jr. men's service honorary (pg 1, c6) | Memorial scholarship (pg 1, c2) | Pacific coast conference (pg 6, c7) | Pansy breakfast (pg 5, c6) | Photo (pg 1, c5) | Physical education honorary fraternity (pg 6, c4) | R.O.T.C. - spring review (pg 1, c3) | Schedules. UI vs. Oregon state (pg 0, c0) | Spring concert (pg 5, c7) | Summer theater production (pg 1, c5) | Summer theatre production (pg 1, c5) | University of Idaho freshmen vs. Washington State College freshmen (pg 6, c7) | University physician (pg 4, c6) | Varsity team vs. Oregon State College (pg 6, c1)","Anderson, Clark; ASUI-Executive Board; Commencement exercises; Matovitvh, Paul D; Archley, Chan; Golf course; Intramural track; Blue key - Initiates, Tapping; Alley, Ralph M.; Track; Delta Delta Delta; Little International (Agriculture week); Phi Epsilom Kappa; R.O.T.C. - spring review; Baseball; Department of Music; 'A Room Full of Roses'; 'Arsenic and Old Lace'; Papa id All; 'The Solid Gold Cadillic'; 'Lady Windermere's Fan'; Track; Alley, Ralph M.; Baseball",ARG-1957-05-17,2745
"May 21st, 1957",1957-05-21,1957," Athletics, Outstanding senior in (Idahonian Award) (pg 4, c2) | Faculty. Department of Music. U of I. Photo (pg 1, c2) | Family (Married students) (pg 1, c6) | Foster, Dick (pg 4, c2) | Hatton, Ray (pg 4, c4) | Idaho vs. Rodeo team at Moseslake intercollegiate rodeo (pg 4, c8) | Intramural track (pg 4, c6) | Memorial scholarship (pg 1, c1) | Mortar board (pg 3, c3) | Photo (pg 1, c3) | R.O.T.C. - spring review (pg 1, c7) | Track (pg 4, c4) | Yell team (pg 1, c7)","Athletics, Outstanding senior in (Idahonian Award); Lockery, Glen R.; Student housing; Foster, Dick; Hatton, Ray; Idaho vs. Rodeo team at Moseslake intercollegiate rodeo; Intramural track; Alley, Ralph M.; Mortar Board; Clark, Charles; Dixon, Darryl; Little International (Agriculture week); R.O.T.C. - spring review; Boyce, Dick; Yell team",ARG-1957-05-21,2749
"May 24th, 1957",1957-05-24,1957," ASUI-Executive Board (pg 1, c6) | Dempsey, Martha Sue (pg 1, c2) | Graduates (pg 1, c8) | Idaho Argonaut editor. Photo (pg 1, c3) | Idaho fined by pacific coast conference (pg 4, c4) | Intramural points (Total) (pg 4, c1) | Jr. men's service honorary (pg 1, c7) | Memorial scholarship (pg 1, c1) | Mortar board (pg 1, c2) | Northern division meet (pg 4, c6) | Pop. Quartet. Photo (pg 1, c3) | Schedules. UI vs. WSC (pg 0, c0) | Staff (editor). Photo (pg 1, c3) | Varsity team vs. Washington State College (pg 4, c1)","ASUI-Executive Board; Dempsey, Martha Sue; Graduates; Judd, Dean; Athletics; Intramural points (Total); Blue key - Initiates, Tapping; Alley, Ralph M.; Mortar Board; Golf; Chord-O-Roy; Baseball; The Idaho Argonaut; Baseball",ARG-1957-05-24,2744
"May 28th, 1957",1957-05-28,1957," 1957 Commencement speaker (cancelled) (pg 1, c6) | 1957 commencement speaker. Photo (pg 1, c6) | ASUI executive board, 1957 (pg 1, c5) | ASUI-Budget (pg 2, c3) | Athletics. Photo (pg 7, c6) | Baseball. Photo (pg 7, c6) | Best Player of the Year (Argonaut). Photo (pg 7, c6) | Best player of the years - Doug Randall (Argonaut). Photo (pg 7, c6) | Cheerleaders (pg 1, c6) | Convicted of arson in 1956 Gault Hall fire. (pg 1, c3) | Dick Foster - 1957. Photo (pg 7, c6) | Foster, Dick (pg 7, c6) | Gary Simmons, best player of the year (Argonaut) Photo (pg 7, c6) | Gault Hall fire - 1956 (pg 1, c3) | Higgins, Aljean (pg 1, c3) | Independent caucus (pg 1, c5) | Intramural points (Total) (pg 7, c4) | Intramural track (pg 7, c4) | Library Hours (pg 1, c7) | Memorial scholarship (pg 1, c3) | Photo (pg 1, c6) | Photo (pg 7, c6) | Photos (pg 8, c1) | Pop. Quartet (pg 1, c5) | R.O.T.C. choir (pg 1, c8) | Ron Braden. Photo (pg 7, c6) | Top news story of the year. Top editorials (pg 1, c3) | Top news story of the year. Top editorials (pg 2, c1) | University of Idaho women's drill team (pg 1, c3) | Yell team (pg 1, c6)","Cordier, Andrew W.; Gross, Earnest A.; Martin, Lowell; ASUI-Budget; Braden, Ron; Randall, Doug; Track; Baseball; Pom Pon girls; Matovitvh, Paul D; Football - Best player of the year (Argonaut); Foster, Dick; Basketball; Gault Hall fire - 1956; Higgins, Aljean; Independent caucus; Intramural points (Total); Intramural track; Library Hours; Alley, Ralph M.; Commencement speakers; Hatton, Ray; Simmons, Gary; Athletics, summary of year's; Chord-O-Roy; R.O.T.C. choir; Athletic of the Year (Picked by the Argonaut); The Idaho Argonaut; Vandalettes; Yell team",ARG-1957-05-28,2772
"September 20th, 1957",1957-09-20,1957," Construction. Photos (pg 6, c4) | Enrollment - University of Idaho (pg 1, c1) | Faculty - turnover (pg 2, c3) | Faculty, U of I professor of geology. Dean of College of Mines (pg 6, c7) | Family (Married students). Photo (pg 7, c5) | Improvements (pg 7, c1) | Library Hours (pg 6, c4) | List of pledges (pg 3, c1) | List of pledges (pg 3, c6) | Photo (pg 1, c7) | Photos (pg 5, c6) | Photos (pg 7, c5) | Scholarships (pg 1, c6) | Social regulations (pg 1, c4) | Sponsored by the Intercollegiate Knights (pg 1, c3) | Staff (pg 6, c7) | Tennis (pg 8, c5) | University of Idaho vs. University of Oregon (pg 8, c1) | Women's recreational Association (WRA) (pg 1, c7)","Library - New building (1957); Enrollment; Faculty - turnover; Cook, earl Ferguson; Student housing; The Bucket; Library Hours; Men's rush; Women's rush; Dad's day; ASUI-Executive Board; Construction of student housing; Scholarships; Social regulations; Book Exchange; College of Mines; Cummins, Dave; Football; Women's recreational Association (WRA)",ARG-1957-09-20,2781
"September 24th, 1957",1957-09-24,1957," Automobiles (Regulations of student's) (pg 1, c3) | Baseball staff (pg 4, c2) | Bookstore, Student (pg 1, c8) | Dad's day (pg 1, c3) | Enrollment - University of Idaho (pg 1, c1) | Intramural Football (pg 4, c7) | Photo (pg 1, c3) | Sponsored by the Intercollegiate Knights (pg 1, c7) | U of I faculty, Humanities Department (pg 2, c6) | University of Idaho vs. University of Oregon. Photo (pg 4, c1)","Automobiles (Regulations of student's); Weiskopf, Don; Bookstore, Student; Dad's day; Enrollment; Intramural Football; Nelson, Marigay; Book Exchange; Coe, Charles Norton; Football",ARG-1957-09-24,2779
"September 27th, 1957",1957-09-27,1957," ASUI play (pg 1, c7) | ASUI-Election Board (pg 1, c3) | ASUI-Executive Board (pg 1, c1) | Blood drive (pg 2, c1) | Intercollegiate Knights (pg 2, c6) | Jr. men's service honorary (pg 1, c3) | new record (pg 1, c7) | Photo (pg 1, c7) | U of I vs. Arizona State (pg 6, c1) | University of Idaho vs. Washington State University. 'Fifth quarter clashes' (pg 1, c4) | University of Idaho women's drill team. Photo (pg 4, c1) | Vandaleers (pg 1, c3)","Ring Around Elizabeth'; ASUI-Election Board; ASUI-Executive Board; Blood drive; Intercollegiate Knights; Blue key - Initiates, Tapping; Enrollment; Campus carnival; Football; Vandalettes; Vandaleers",ARG-1957-09-27,2782
"October 1st, 1957",1957-10-01,1957," 'Greek week' (pg 1, c7) | ASUI executive board, 1957. Photo (pg 1, c7) | ASUI tournament (pg 4, c5) | ASUI-Executive Board (pg 1, c6) | Debate (pg 3, c5) | Football. Photo (pg 4, c3) | Football. Photo (pg 6, c6) | Independent halls representative council (pg 1, c4) | Photos (pg 1, c4) | U of I 'Boise game' (pg 1, c6) | U of I vs. Arizona State (pg 4, c1)","Greek week; Martin, Lowell; Golf; ASUI-Executive Board; Debate; Wagar, Paul; Aldrich, Larry; Residence hall council; Campus carnival; Football",ARG-1957-10-01,2777
"October 4th, 1957",1957-10-04,1957," ASUI vice president 1957-1958. Photo (pg 4, c1) | ASUI-Executive Board (pg 1, c7) | Blood drive (pg 4, c6) | Building program (pg 1, c3) | Candidates. Photo (pg 1, c7) | Cheerleaders. Photo (pg 3, c5) | Editorial (pg 2, c1) | Memorial scholarship (pg 1, c6) | Modern dance honorary. Tapping (pg 2, c1) | National convention and national officers (pg 1, c5) | Nelson, Marigay (pg 4, c5) | Pre-Orchesis - Tapping (pg 2, c1) | Proposed election method (pg 1, c7) | U of I 'Boise game' (pg 1, c4) | University of Idaho vs. University of Utah (pg 6, c1) | University of Idaho vs. Washington State University. Traveling trophy (pg 1, c1)","Anderson, Clark; ASUI-Executive Board; Blood drive; Building program; ASUI-Executive Board; Pom Pon girls; Parking problems on campus and proposed solutions; Alley, Ralph M.; Orchesis; Intercollegiate Knights; Nelson, Marigay; Pre-Orchesis - Tapping; Queen and King contests; Football",ARG-1957-10-04,2776
"October 8th, 1957",1957-10-08,1957," ASUI play (pg 2, c3) | ASUI-Election Board (pg 1, c6) | Award for highest scholarship (pg 1, c2) | Domino, Fats et al. (pg 1, c2) | Faculty. History department (pg 3, c6) | Football - Freshman (pg 4, c6) | KUOI - Program schedule (pg 1, c5) | National convention and national officers (pg 1, c4) | National Student's Association (NSA) (pg 1, c5) | Scholarship (pg 1, c2) | Social fraternity (pg 1, c3) | Sponsored by Spurs (pg 1, c8) | University of Idaho vs. University of Utah (pg 4, c1) | Yell team (pg 1, c7)","Ring Around Elizabeth'; ASUI-Election Board; Interfraternity council; Domino, Fats et al.; Winkler, Fred H.; Football - Freshman; KUOI - Program schedule; Intercollegiate Knights; National Student's Association (NSA); Pan-Hellenic council; Farm house; Nickle Hop; Football; Yell team",ARG-1957-10-08,2783
"October 11th, 1957",1957-10-11,1957," ASUI play (pg 1, c6) | Elections (pg 1, c4) | Flu Epidemic (pg 1, c1) | Homecoming (pg 1, c7) | Jr. men's service honorary (pg 1, c2) | Student - Faculty committees (pg 1, c3) | University of Idaho vs. Oregon State College (pg 4, c1) | University of Idaho women's drill team (pg 1, c8) | Yell team (pg 1, c8)","Ring Around Elizabeth'; Class officers; Flu Epidemic; Homecoming; Blue key - Initiates, Tapping; Student - Faculty committees; Football; Vandalettes; Yell team",ARG-1957-10-11,2784
"October 15th, 1957",1957-10-15,1957," ASUI play (pg 1, c1) | ASUI tournament (pg 4, c2) | Blood drive (pg 2, c4) | Combined A.F., Army and Navy (pg 3, c3) | Construction (pg 1, c8) | Debate - U of I vs. Columbia University (pg 1, c8) | Flu Epidemic (pg 1, c6) | Plans toward 1961-65 addition (pg 1, c5) | Proposed election method (pg 1, c2) | Social fraternity (pg 1, c5) | Social fraternity. Installation (pg 1, c5) | University of Idaho vs. Oregon State College (pg 4, c1) | WSC (pg 4, c3)",Ring Around Elizabeth'; Golf; Blood drive; Military choir; Library - New building (1957); Debate -  vs. Columbia University; Flu Epidemic; Student union building; Queen and King contests; Theta Chi; Farm house; Football; Track - Cross country,ARG-1957-10-15,2778
"October 18th, 1957",1957-10-18,1957," ASUI play (pg 1, c4) | Blood drive (pg 2, c3) | Campus chest - Division of funds (pg 3, c6) | Church, Sen. Frank (pg 2, c2) | Custer, Gray (pg 3, c6) | Flu Epidemic (pg 1, c6) | Independent caucus (pg 1, c3) | Outstanding freshman in Agriculture award (pg 3, c6) | Proposed election method (pg 1, c1) | Queen (pg 1, c1) | Sociologist - Public event speaker (pg 1, c7) | UI vs. College of Pacific (pg 4, c1) | WSC (pg 4, c7) | Yell team (pg 1, c6)","Ring Around Elizabeth'; Blood drive; Campus chest - Division of funds; Church, Sen. Frank; Custer, Gray; Flu Epidemic; Independent caucus; Alpha Zeta; Queen and King contests; Homecoming; Dressler, Dr. David; Football; Track - Cross country; Yell team",ARG-1957-10-18,2780
"October 22nd, 1957",1957-10-22,1957," 1957 homecoming queen. Photo (pg 1, c6) | ASUI tournament (pg 4, c7) | Blood drive (pg 1, c4) | Class elections (pg 1, c6) | Elections (pg 1, c6) | Flu Epidemic (pg 1, c1) | Intramural Football (pg 4, c6) | Intramural track. Photo (pg 4, c4) | Opening and dedication (pg 1, c2) | Photos (pg 1, c6) | Queen. Photo (pg 1, c6) | Rock and Roll artist. Photo (pg 1, c3) | Social regulations (pg 3, c5) | UI vs. College of Pacific (pg 4, c1)","Crane, Marilyn; Golf; Blood drive; Student government party; Class officers; Flu Epidemic; Intramural Football; Turkey Trot; Library - New building (1957); Homecoming; Baker, Lavern; Social regulations; Football",ARG-1957-10-22,2775
"October 25th, 1957",1957-10-25,1957," ASUI tournament (pg 5, c1) | Blood drive (pg 1, c4) | Class elections (pg 1, c3) | Domino, Fats et al. (pg 1, c1) | Flu Epidemic (pg 1, c4) | Freshmen vs. Montana State Freshmen (pg 6, c6) | Hell Divers - Tapping (pg 4, c5) | Homecoming (pg 1, c6) | Intramural Football (pg 5, c1) | Pajama Parade (pg 1, c6) | Photo (pg 3, c5) | U of I vs. Fresno State (pg 6, c0) | WSC (pg 5, c3)","Golf; Blood drive; United party; Domino, Fats et al.; Flu Epidemic; Football; Hell Divers - Tapping; Homecoming; Intramural Football; Pajama Parade; Jones, Linda; Sigma Alpha Epsilon Violet queen; Football; Track - Cross country",ARG-1957-10-25,2774
"October 29th, 1957",1957-10-29,1957," Alpha Zeta (pg 1, c8) | ASUI play (pg 1, c1) | Class elections (pg 1, c7) | Debate - U of I vs. Cambridge University (pg 1, c4) | Freshmen vs. Montana State Freshmen (pg 4, c7) | Homecoming (pg 1, c6) | Intramural Football (pg 4, c5) | Misner, Elizabeth (pg 3, c2) | Model United Nations (pg 3, c7) | National Student's Association (NSA) (pg 1, c2) | Opening and dedication (pg 1, c6) | Queen. Photo (pg 1, c4) | U of I vs. Fresno State. Photo (pg 4, c0) | WSC (pg 4, c2)","Alpha Zeta; Ring Around Elizabeth'; United party; Debate -  vs. Cambridge University; Football; Homecoming; Intramural Football; Misner, Elizabeth; Model United Nations; National Student's Association (NSA); Library - New building (1957); Homecoming; Football; Track - Cross country",ARG-1957-10-29,2773
"November 1st, 1957",1957-11-01,1957," ASUI play. Photo (pg 1, c3) | Battle of Little Brown Stein (Tradition) (pg 6, c1) | Class elections (pg 1, c5) | Episcopal institute (pg 2, c6) | Flu Epidemic (pg 1, c4) | Library displays (pg 1, c7) | Opening and dedication. Photo (pg 1, c1) | Photo (pg 4, c1) | Regional convention (pg 5, c2) | Religions education (pg 2, c6) | Senator form Idaho - Obituary (pg 1, c2) | University of Idaho vs. University of Montana (pg 6, c1)","Ring Around Elizabeth'; Battle of Little Brown Stein (Tradition); United party; Episcopal institute; Flu Epidemic; Library displays; Library - New building (1957); University majorettes; National Student's Association (NSA); Religions education; Welker, Herman; Football",ARG-1957-11-01,2786
"November 5th, 1957",1957-11-05,1957," ASUI play (pg 1, c3) | ASUI tournament (pg 4, c6) | Class elections (pg 1, c6) | Class elections (pg 1, c7) | Flu Epidemic (pg 1, c2) | Inland Empire meet (pg 4, c7) | Music honorary. Tapping (pg 3, c7) | Opening and dedication. Photo (pg 1, c6) | President of the United States 1952-1960 (pg 1, c1) | Regional convention (pg 1, c3) | Student directory (pg 1, c2) | University of Idaho vs. University of Montana. Photo (pg 4, c1) | University of Idaho vs. Washington State University. 'Fifth quarter clashes' (pg 1, c4)","Ring Around Elizabeth'; Golf; Independent party; United party; Flu Epidemic; Track - Cross country; Phi Mu Alpha; Library - New building (1957); Eisenhower, Dwight D.; National Student's Association (NSA); Student directory; Football",ARG-1957-11-05,2788
"November 8th, 1957",1957-11-08,1957," ASUI executive board, 1957-58. Photo (pg 5, c1) | ASUI play (pg 1, c6) | ASUI-Executive Board (pg 5, c1) | Elections (pg 1, c6) | Freshmen vs. University of Washington freshmen (pg 6, c6) | Livestock judging team (pg 1, c4) | Name changed to Religious Evaluation week. (pg 3, c7) | National Student's Association (NSA) (pg 1, c5) | Photo (pg 6, c4) | Play production class (pg 1, c5) | Previously religions emphasis week (pg 3, c7) | University of Idaho vs. Utah State University (pg 6, c1) | University of Idaho vs. Washington State University. Traveling trophy (pg 1, c7) | University of Idaho vs. Washington State University. 'Fifth quarter clashes'. History (pg 1, c6) | University of Idaho vs. Washington State University. 'Losers' Walk' (pg 1, c7)","Orem, Chuck; Kiss Me Kate'; ASUI-Executive Board; Class officers; Football; Livestock judging team; Religions emphasis week; National Student's Association (NSA); Dehlinger, Bob; One-Act-Plays; Religious evaluation week; Football",ARG-1957-11-08,2789
"November 15th, 1957",1957-11-15,1957," AWS president 1957-1958 (pg 3, c6) | Community concert artist - violinist (pg 4, c1) | Elections (pg 1, c1) | Elections (pg 3, c6) | Freshmen vs. University of Washington freshmen (pg 6, c6) | Gifts to University of Idaho (pg 5, c1) | National Student's Association (NSA) (pg 1, c1) | Northwest A.A.U. meet (pg 6, c8) | Photo (pg 1, c6) | Rosholt, John (pg 4, c1) | University of Idaho vs. WSC (pg 1, c6) | University of Idaho vs. WSC. Photos (pg 6, c1)","Godbold, Molly; Rabin, Michael; Class officers; Associated Women Students; Football; Gifts to University of Idaho; National Student's Association (NSA); Track; Stahley, J. Neil (Skip); Rosholt, John; Football",ARG-1957-11-15,2785
"November 19th, 1957",1957-11-19,1957," ASUI-Executive Board (pg 2, c6) | Debate, Intramural (pg 1, c6) | Debate, Women's Intramural (pg 1, c6) | Elections (pg 1, c6) | Faculty. Department of Music. University of Idaho. Photo (pg 3, c6) | Freshmen vs. WSC freshmen. Photo (pg 4, c2) | Initiation and tapping (pg 2, c5) | Need of funds (pg 1, c2) | Northwest A.A.U. meet (pg 4, c7) | Play production class (pg 1, c6) | Province convention (pg 3, c4) | University of Idaho vs. Washington State University. 'Fifth quarter clashes'. Photo (pg 1, c3) | University of Idaho vs. Washington State University. 'Losers' Walk' (pg 1, c3) | University of Idaho vs. WSC. Photos (pg 4, c6)","ASUI-Executive Board; Debate, Intramural; Debate, Women's Intramural; Class officers; Romanio, Steven; Football; Intercollegiate Knights; Track - Cross country; Track; One-Act-Plays; Spurs; Football",ARG-1957-11-19,2787
"November 22nd, 1957",1957-11-22,1957," Clauson Dick (pg 4, c4) | Debate - Columbia Valley Debate tournament (pg 1, c2) | Debate, Men's Intramural (pg 1, c6) | Elections (pg 1, c6) | Need of funds (pg 1, c1) | Photo (pg 6, c6) | Protection (pg 1, c4) | United Fund drive (pg 1, c6) | University of Idaho vs. Washington State University. 'Losers' Walk'. Photo (pg 1, c2) | WSC (pg 6, c1)","Clauson Dick; Debate - Columbia Valley Debate tournament; Debate, Men's Intramural; Class officers; Track - Cross country; Simmons, Gary; Physical plant; United Fund drive; Football; Track - Cross country",ARG-1957-11-22,2790
"November 26th, 1957",1957-11-26,1957," 'Greek week' (pg 3, c4) | ASUI play (pg 1, c2) | Blood drive (pg 1, c5) | Debate - Columbia Valley Debate tournament (pg 1, c5) | Freshmen team vs. Yakima Jr. College (pg 4, c6) | Holly Week (pg 1, c4) | National Student's Association (NSA) (pg 1, c5) | Need of funds (pg 1, c1) | Registration - Procedure (pg 1, c6) | United Fund drive (pg 1, c6) | Varsity team (pg 4, c1) | Women's business honorary (pg 3, c5) | WSC (pg 4, c6)",Greek week; Kiss Me Kate'; Blood drive; Debate - Columbia Valley Debate tournament; Basketball; Holly Week; National Student's Association (NSA); Track - Cross country; Registration - Procedure; United Fund drive; Basketball; Phi Chi Theta; Track - Cross country,ARG-1957-11-26,2791
"December 3rd, 1957",1957-12-03,1957," ASUI play (pg 1, c3) | Church, Sen. Frank (pg 1, c4) | Debate, Men's Intramural (pg 1, c1) | Football (pg 4, c3) | Holly Week (pg 1, c4) | National Student's Association (NSA) (pg 1, c1) | Need of funds (pg 1, c7) | Opening and dedication. Photo (pg 1, c4) | P.C.C. finals. Photo (pg 4, c1) | Regional convention (pg 1, c6) | University censorship (no-student speeches) (pg 1, c4) | Varsity team vs. Montana State University, Bozeman (pg 4, c6) | Walker, Wayne (pg 4, c3) | Wyatt, Frank (pg 4, c1)","Kiss Me Kate'; Church, Sen. Frank; Debate, Men's Intramural; Kramer, jerry; Holly Week; National Student's Association (NSA); Track - Cross country; Library - New building (1957); Track - Cross country; Intercollegiate Knights; Political speeches; Basketball; Walker, Wayne; Wyatt, Frank",ARG-1957-12-03,2798
"December 6th, 1957",1957-12-06,1957," Alpha Zeta (pg 3, c7) | ASUI-Executive Board (pg 1, c6) | Elections (pg 3, c6) | Exchange student. Photo (pg 5, c1) | Football. Photo (pg 6, c7) | Freshmen team vs. Whitworth (pg 6, c2) | Freshmen team vs. Yakima Jr. College (pg 6, c2) | Holly Week (pg 1, c1) | National Student's Association (NSA) (pg 1, c8) | National Student's Association (NSA) (pg 4, c1) | Photo (pg 1, c4) | Photo (pg 6, c8) | Regional convention (pg 1, c7) | Varsity team vs. Montana State College (pg 6, c1) | Women members (pg 3, c7) | Workshop (pg 5, c3) | Zenier, Kay (pg 3, c6)","Roth, Charlene; ASUI-Executive Board; Associated Women Students; Jerome, Doris; Kramer, jerry; Basketball; Holly Week; National Student's Association (NSA); United Fund drive; Walker, Wayne; Intercollegiate Knights; Basketball; Alpha Zeta; Pan-Hellenic council; Zenier, Kay",ARG-1957-12-06,2808
"December 10th, 1957",1957-12-10,1957," ASUI play (pg 1, c2) | Cedar Hall Razing (pg 1, c2) | Christmas candlelight concert (pg 1, c3) | Color girl (pg 1, c4) | Debate - Varsity team, WSC, Montana State University (pg 1, c2) | Football (pg 4, c6) | Football 1929-1933 (pg 4, c6) | Freshmen team vs. Whitworth (pg 5, c1) | Holly Week (pg 1, c6) | Initiates and tapping (pg 3, c6) | National Student's Association (NSA) (pg 1, c6) | Navy Color Girl, Miss U of I (pg 1, c4) | Photo (pg 1, c1) | Photo (pg 3, c4) | Regional convention (pg 2, c1) | Student recruitment (pg 1, c6) | Sweetheart of Sigma Chi. Photo (pg 3, c4) | Varsity team vs. Montana State University, Bozeman (pg 4, c1)","Kiss Me Kate'; Cedar Hall Razing; Vandaleers; Navy ROTC; Debate - Varsity team, WSC, Montana State University; Aldrich, Larry; Hanford, Marius Parmalee; Basketball; Holly Week; Sigma Tau; National Student's Association (NSA); Berry, Ann Marie; Church, Sen. Frank; Sigma Chi sweetheart; Intercollegiate Knights; Student recruitment; Hormachea, Dolores; Basketball",ARG-1957-12-10,2809
"December 13th, 1957",1957-12-13,1957," Alpha Zeta (pg 3, c8) | Bowling (pg 5, c6) | Christmas candlelight concert. Photo (pg 1, c4) | Christmas program (pg 1, c4) | Creation (pg 5, c2) | Cross country track ski team coach (pg 6, c7) | Debate - Inland Empire Debate tournament (pg 4, c3) | Editorial (pg 2, c1) | Freshman team vs. Boise Junior College (pg 6, c1) | Freshmen team vs. Northwest Nazarene College (pg 6, c1) | Intramural volleyball (pg 6, c6) | National Student's Association (NSA) (pg 1, c8) | Pacific Coast conference (pg 6, c4) | Parking problems on campus and proposed solutions (pg 1, c3) | Photo (pg 1, c1) | Photo (pg 4, c1) | Photos (pg 1, c7) | Ski team - coach (pg 6, c7) | Student recruitment (pg 5, c5) | Varsity team vs. University of Nevada (pg 6, c1)","Alpha Zeta; Student union building; Vandaleers; Orchesis; Communications Department; Glander, Joe; Debate - Inland Empire Debate tournament; Pacific Coast conference; Basketball; Intramural volleyball; National Student's Association (NSA); Pacific Coast conference; Parking problems on campus and proposed solutions; Church, Sen. Frank; Holly Week; Holly Week; Ski team - coach; Student recruitment; Basketball",ARG-1957-12-13,2792
"December 17th, 1957",1957-12-17,1957," Christmas candlelight concert (pg 1, c8) | Freshman team vs. Boise Junior College (pg 4, c2) | Freshmen team vs. Northwest Nazarene College (pg 4, c2) | Pacific Coast conference (pg 1, c4) | Photo (pg 1, c1) | Telephone - central campus switchboard (pg 1, c2) | University censorship (no-student speeches) (pg 1, c6) | Varsity team vs. University of Nevada (pg 4, c1)","Vandaleers; Basketball; Pacific Coast conference; Holly Queen; Matheney, Sharon; Telephone - central campus switchboard; Political speeches; Basketball",ARG-1957-12-17,2793
"January 7th, 1958",1958-01-07,1958," ASUI-Meetings (better meetings on campus) (pg 1, c2) | Bowling (pg 1, c5) | Community Concert artist - Pianist. Photo (pg 1, c6) | Debate - Inland Empire Debate tournament (pg 1, c4) | European summer tours (for course credit) (pg 3, c1) | Foreign (pg 3, c7) | Judiciary tribunal, discipline (pg 1, c1) | Men's national education honorary (pg 2, c1) | National Science Foundation Institute (pg 3, c3) | Procedure (pg 1, c6) | Public events speaker (pg 1, c4) | Simmons, Gary (pg 4, c7) | University of Idaho vs. EWCE (pg 4, c3) | University of Idaho vs. University of Southern California (pg 4, c7) | Varsity team vs. Stanford (pg 4, c1) | Volleyball - WRA (pg 3, c8)","ASUI-Meetings (better meetings on campus); Student union building; Franceschi, Vera; Debate - Inland Empire Debate tournament; European summer tours (for course credit); Scholarships; Interfraternity council; Phi Delta Kappa; National Science Foundation Institute; Per-registration; Urey, Harold C.; Simmons, Gary; Swimming; Basketball; Volleyball - WRA",ARG-1958-01-07,2794
