title,date,headlines,file
"February 4, 1975",1975-02-04,"Page 1 (front page): Recreational report (photo); Who’s next?; Jazz jive; Uncommon commons; Page 2: Can we call it ‘home sweet home’? (photo); Page 3: Jazz excitement still alive and well; Warnick throws hat in ring for ASUI presidential race; Page 4 (opinion): West Side Story; Our ducky senate friends; Fund not diverted, Carter says; Page 5: Probation suggested for Athletic Department; The implied; Privacy invaded; Page 6: U of I students, like American public, discover lifetime sports (photos); Page 7: U of I students, like American public, discover lifetime sports (photo); Page 8 (sports): Vandals split Big Sky contests (photo); Soccer players honored; Swimmers claim first win from Montana in nine years; Intramural activities scheduled; Page 9: As I see it; Stadium board to hear locker room proposal; Senate to again decide fate of revising constitution; This sign banning student use greets visitors to the lounge in the Faculty Office Complex (photo only); Page 10: Commons building proposal goes to regents; U.S. military aid used to build powerful regimes, Fitzgerald; Hells Canyon legislation reintroduced; Events; Page 11: Comics; Idaho business organization looking for a few good men; Forest service has applications; Page 12: No. Advertising;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"February 7, 1975",1975-02-07,"Page 1 (front page): Commons plan halted; Mines dept. remains on probation (photo); Page 2: ASUI Senate approves constitution; Council argues use of sexist languge; Senate give KUOI money; ACUI games get off to rolling start; Page 3: Ed Schmitz, campus security chief, has more authority and new title (photo); Buxton announces that he will run for ASUI president; Page 4 (opinion): So long, B.H.; Slurping lessons suggested; As I see it…; Absent senator responds to editorial criticism; Page 5 (opinion): Symposium panels ignored deficit spending question; Athletic probation supported; Page 6: Learning Center: It ain’t just fer the dumb kids (photo); Alcohol committee considers rules for liquor consumption; Page 7: Thumbing to the California Sun; Page 8 (sports): Vandals looking to improve record on Montana road trip; Student rights committee urge more public relations; What’s happening; Page 9: Comedy group down with flu; Page 10: Battle of Algiers Film society sets; Page 11: Comics; Moscow free university opens this month; Legal Course; Page 12: Four vying for ASUI presidential seat; Events;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"February 11, 1975",1975-02-11,"Page 1 (front page): Snowfall blankets campus (photo); Faculty dismissal policy unveiled; Apartments; Not this TIME; Hef hurting; Page 2: Appropriations exceed reserves; Council committee puts hush on meeting procedures; Yake announces candidacy; Student aid deadline set; Campus Demos planning panel; Page 3: Firing policy cuts out peer review; Students protest firing of wilderness research director; Women now welcome in service franternity; Faculty to discuss dismissal proposals; Page 4 (opinion): Student voice needed; Nile announces candidacy; A giant corporate interest; Argonaut headline wrong; MBA’s don’t discriminate; SUB fee increase explained; Page 5: Alumni schedule Frisco trip; Carter commended; Page 6: Tyacke dubbed person of the year (photos); Page 7: Apartments: The ins and outs of finding your whereabouts (photos); Page 8: Vandals wind up in cellar after two weekend losses; As I see it; McConnell, Lindley Halls meet to determine roundball champs; Women’s Center receives grant for rural study; Page 9: Lutman reveals ASUI candidacy; Charges denied; New stadium uses to be discussed; Page 10: Idaho receives permission to keep Division I status; Tennis squad schedule new competitors; Events; Page 11: Comics; Fiscal report shows lack of financial support; Soccer all-stars named; Page 12: Ford opposes rationing; Landlord-tenant bill moves to senate; House extends 55 mph limit; Hefner and company feel pangs of growing inflation; Stronger libel bill introduced;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"February 14, 1975",1975-02-14,"Page 1 (front page): New tenure policy returned for review, not approval (photo); Forestry students protest Newby firing; Page 2: Students need more aid next year; Page 3: Fee proposal placed on ballot; George Peters announces vice president candidacy; Hayes expects no deficit; Page 4 (opinion): Let’s talk about duplication in Idaho; As I see it…; Strengthen student say; The president writes; Page 5: Flocks of turkeys… But nobody is giving thanks; Page 6: Sacred Harp considered priceless to professor; No paper; Curriculum-oriented jobs available; Photo winners announced; Page 7 (sports): Argonaut winter sportsarama; Outdoor Program: opportunity to meet the rugged outdoors (photos); Page 8 (sports cont’d): Winter War made skiing a must; Outdoor program plans exhibition; Skiing history? The way it should have been; Page 9 (sports cont’d): Silverhorn offering skiers silver (photo); Outdoor week approaches; Page 10 (sports cont’d): Winter Unlympics, February 22; Page 11 (sports cont’d): Metal ski revolutionized skiing; Intramural basketball set for women; Election issue planned; Golf rates increased; Weber St. wins; Page 12 (sports cont’d): Vandals face fourth ranked NAU; Tough competition at Unlympics; Scholarships offered for women athletes; Special U of I weekend set at ski resort; McConnell Hall independent champions; Page 13: Recycling center needs help (photo); Page 14: Crossword puzzle; Page 15: Comics; Events; Warnick named to regents advisory board; Page 16: What’s happening; Faculty council race underway; Crossword answers;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"February 21, 1975",1975-02-21,"Page 1 (front page): It’s that time of year again (photo); Page 2: Deadline extended for petitions; Stadium Board to issue annual report Tuesday; Faculty asks for more time to develop dismissal policy; Page 3: Radio station run totally by students (photo); Page 4 (opinion): Knowledge and skills for the presidency; Lutman tabbed for veep; issues probed; Page 5: Law students making senate bid; Corrections: Let’s get it straight… Wilderness, Wildland, Wildlife; Corrections: Financial aids director fills in details; University apartments would solve problem; Four-letter words; Athletic option foes skating on thin ice; Page 6: Newby firing questioned by students; Page 7: Survey taken on Blue Mountain; Board says no smoking; Page 8: Operation creates dramatic photos; Page 9: Meet the candidates; Maureen McProud; Mark Lotspeich; Page 10: Presidential candidates support student body interests; He’s tired of playing games [Dave Warnick] (photo); Success means presidency [Ken Buxton] (photo); ASUI committee needs students; Page 11: Presidential candidates support student body interests; Third time around for Bohon (photo); Page 12: Presidency at stake [Dan Yake] (photo); Vandal basketball program [supplement]; Page 13: Two vying for vice presidency; No self-seeking politician [Gregg Lutman] (photo); Supporting student interest [George Peters] (photo); Page 14: Five candidates are competing for positions on the faculty council; George Anderjack (photo); Scott Hanford (photo); Grant Burgoyne (photo); Page 15: Five candidates are competing for positions on the faculty council; Mike Rush (photo); Diane Lacy; Page 16: Competition hot and heavy; Kathy Richter; Britt Nichols (photo); Jane Mannex; Gary Kidwell; Bill Butts (photo); Page 17: Lance Salladay (photo); Thom Kincheloe (photo); Barry Wood (photo); Gary DeMeyer (photo); Owen Wilmot (photo); Fred Gibler (photo); Linda Copple (photo); Thomas Linville (photo); Brian Shute (photo); James Huggins (photo); Page 18: Kim Smith (photo); Mark Beatty (photo); George Gauzza (photo); Rene LaGrone (photo); John Rupe (photo); Tom LaPointe (photo); Nathan Neisinger (photo); Page 19: Carmen Loera (photo); Ann Vogt (photo); Mike Helbling (photo); Pat Borchard (photo); Dennis Ross (photo); Dick Stevenson (photo); Abby Fritts (photo); Carl Rana (photo); Page 20: Tom Falash (photo); George Ambrose (photo); Storm Spoljaric (photo); ASUI leaders look at need for buildings; Page 21: Vandals home for Big Sky contests; Trekkies rejoice; Page 22 (sports): Women’s Varsity team ups win record; Page 23: Comics; For women only; Candidates to air views; Events; Page 24: What’s happening; Gameroom has new look;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"February 25, 1975",1975-02-25,"Page 1 (front page): Coaches vote early; Training with weights; All about Elvin; The Argh Wants You To Vote In The ASUI Elections; Page 2: Athletic coaches vote early (photo); Polls open today; Orientation cancelled; Page 3: French house hidden in old Forney; Newby case on Review; Page 4 (opinion): Stick to sports; Not our choices; Vote…and vote yes; Hard times ahead; Not “regents” advisory board, Small says; Last but not least; Page 5 (opinion cont’d): Endorsements blasted: Peters charges ‘arrogant, biased’ reporting; Opinions okay, but not under Argonaut banner; Stop your meddling; Page 6 (opinion cont’d): More comments on the candidates…; Nile thanks the Bohon 80; Faithfully indifferent to soylent majority; Listen to the candidates; Only one name remembered; Butts supporters condemn campaign contributions; Hot sauce; Page 7 (opinion cont’d): Miles of aisles (photos only); Where is justice?; Just one word for the Unlympics; Student expresses hopes; Page 8: Comedian Carlin puts on show; Page 9: Article series to deal with cultural changes; Haskell with godchild ‘Ninong’ (photo); Eight sign to play; Page 10: Football players in year-round training with weight lifting program (photos); Page 11: Football players in year-round training with weight lifting program (photos); Page 12: Theatre one-acts successful; Women’s swim team anxious for championships at Seattle; Events; Page 13 (sports): As I see it; McConnell victorious; Gymnastic club; Page 14 (sports cont’d): Vandals lose two weekend tilts (photo); Page 15 (sports cont’d): Student will improve hang gliding (photo); Senate to examine Wallace cafeteria plan; Elvin Bishop to appear; Page 16: Proposed constitution on ballot; Page 17: No. Advertising; Page 18: Campus blackout plays with KUOI; Page 19: Comics; Argonaut puzzle of the week; English composition revised; Page 20: No. Advertising;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"February 28, 1975",1975-02-28,"Page 1 (front page): Warnick, Lutman elected (photos); Talisman House future uncertain; ERA ratification rescinded by Idaho House; Page 2: Warnick, Lutman at helm of ASUI; Senate discusses ISL report; No action on protest; Page 3: ‘Country Store’ near finish; Bad bill bummers; Fire in Upham Hall causes flooding; Page 4 (opinion): No one’s immune; Freedom for dogs asked; How often should the Argonaut publish?; Thanks to the red pickup; Page 5 (opinion cont’d): Let’s rock on an open floor; Athletes respected as individuals first; Law School 7 becomes Law School 3; Thanks and apologies to the 697; Biased sports coverage charged; Page 6: Newby’s hearing postponed; Page 7: Philippines Diary: Trainee learns flexibility; Page 8: Report on the Talisman project: Despite funding cutbacks and emphasis change, T-House provides services, sponsors programs (photo); Vandal basketball program [supplement]; Page 9: Report on the Talisman project: Despite funding cutbacks and emphasis change, T-House provides services, sponsors programs (photos); Page 10: Dogcatchers get tough (photo); Page 11 (sports): Vandals play for the last time in old Memorial Gymnasium (photos); Page 12 (sports cont’d): Vandals host ISU and Boise State; Women’s sports get underway; Page 13: Idaho House rescinds ERA approval; Here’s how they voted; Page 14: What’s happening; Events; Page 15: Comics; Council eliminates discounts; Trekkies meet, plan organization; Crossword answers; Page 16: No. Advertising;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"March 4, 1975",1975-03-04,"Page 1 (front page): Managers: Division of SUB, ASUI responsibilities proposed (photo); Stadium boss won’t report to board, Carter says; Page 2: Student data can be kept private; Letter praising ISL received; Living groups can set own alcohol policies; Accident victims need funds; Warnick wants resignations from department heads; Page 3: Philip Hanson as Edgar Allan Poe (photo); Scholars needed for college bowl; Page 4: Regents undermined; Dogs, dogs, dogs…; Reeves treatise called eloquent; Pets stay home at progressive campuses; Roaming, vicious, howling dogs cited; Freedom from irresponsible fog owners; Crossing issues with ASUI; Page 5: Election analysis: No substitute for campaigning; Upham Hall fire facts outlined; Elected officials extend thanks; Page 6 (sports): Vandals dump two Big Sky rivals (photos); Page 7 (sports cont’d): Vandals dump two Big Sky rivals (photos); Page 8: Hello Joe, give me five centavos; Page 9 (sports cont’d): Swimmers grab third in regional; Upham can’t lose; Curtis wins national honor; Women’s intramural ball; Weist takes award; Page 10: No chairs for Elvin Bishop (photo); Argonaut puzzle: Beatles II; Page 11: Comics; Missed red light results in drug charges for Linda; Events; Crossword answers; Page 12: No. Advertising;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"March 7, 1975",1975-03-07,"Page 1 (front page): Steel beams and other structural material for the roof of the stadium… (photo only); State university system approved by committee; Board delays action on tenure; Idaho TV professor rapped for hiring, high pay; Page 2: U of I stadium board remains boss; ASUI constitution wording could affect judicial system; Faculty petition for meeting; Page 3: Philippines Diary: American marriage needs sponsor; Scholars queried; Page 4 (opinion): Reorganization plan ill-conceived; Why pick on coaches, atheletes?; Honorary tapping members; Ripped off!!!; Now that I think of it; Page 5 (opinion cont’d): Collective bargaining is only answer for faculty; Page 6: Report calls for elimination of several UI committees; Page 7: Idahorienteering (photos); Page 8: Community Concerts in jeopardy; Page 9 (sports): Grade inflation topic of hearing; Women’s Basketball team ends with improved record; Sports briefs; FIJIs win; Swimmin’ women; Baseball begins; Page 10 (sports cont’d): As I see it; Benefit arts sale for sledding victims; Women gymnasts to host WSU; Page 11: Comics; Jazz Four concert receives standing ovation from fans; Shakespeare film showing; Page 12: Events; Bishop Concert has strings attached; What’s happening;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"March 11, 1975",1975-03-11,"Page 1 (front page): Elvin rocks ‘em until 12 (photos); One-university plan returned to committee; Page 2: Reorganization greets new senate; Pro-tem choice scheduled; Stadium manager description done; Newby awaits appeal; Page 3: There is no justice in law; Plan may lower thefts; CSR gains two new reps; Art benefit scheduled for Sobotka; Page 4 (opinion): Rebuilding bridges; Miles of doggy piles; More than words, pictures; Page 5 (opinion cont’d): Nobody gains under present penal system; Community concerts supported; Page 6: Hudson tabbed for Fulbright award; JFK assassination examined in WSU sponsored program (photo); Page 7: Bishop’s concert financial flop (photo); Elvin, Stoneground rated excellent; Page 8: Philippine Diary: Name dropping can cause problems; Page 9: Idaho greets Soviet prof; Answers; Page 10 (sports): As I see it…; Argonaut puzzle; Harriers claim first place finishes in WSU invitational; Rain drenches baseball debut; Page 11: Comics; Idaho’s state budget system ranked among nations highest; Three U of I instructors set national tour to exhibit works; Page 12: Events; All talk, but no money; One-university bill is returned; Land use bill clears senate;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"March 14, 1975",1975-03-14,"Page 1 (front page): Teamwork needed, Warnick says (photos); One more test; Who’s the boss; Skiing outlook; Page 2: Senate bill creates asst. manager; Idaho golf course requests funds for operating expenses; Page 3: Who controls SUB budget; Benefit sale helps boost Sobotka fund; No Argonaut next week; Page 4: Which legislature; Old ASUI Senate fades away; More on dogs; Canines aren’t noticed; Facts, Dan, we want facts; Dogs aid green grass; Be prepared; Page 5: Corpsmen must adjust; Page 6: Test your front page recall on the Argonaut’s midterm (photos); Page 7: Test your front page recall on the Argonaut’s midterm (photos); Page 8: Collective bargaining investigated; Outdoor programs offer skis; Page 9 (sports): Spring break offers skiing fun; Page 10 (sports): Vandal bunch plays at Banana Belt; Sports Briefs; Bubble bouncers winding upseason; Page 11: Comics; Library and pool hours changed for spring; What’s happening; Performing Arts Center site of dance company presentation; Hazzald spurs Vandal team; Page 12: Events; Stadium manager positions open; Aspin says he wrong, Zumwalt doesn’t owe; Summer work gives academic credit;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"March 25, 1975",1975-03-25,"Page 1 (front page): Endowment funds can’t be tampered with, Andrus says (photo); Also inside today; Warnick tells all (photo); Page 2: Senate to consider reorganization; Hall advisors to split duties; Spring is depressing; Faculty council is caught up; Page 3: Jobs are available, just not sought; Faculty bash costs $5,500; Page 4 (opinion): Dogs declare rights; Yake has the facts (photo); No more DS; Prison system necessary; Shed inhibitions, make like dogs; Dogs, people in same boat; Page 5: Dance company to offer programs (photo); Page 6: Changes planned for dorm meals; Page 7: France unites with Idaho (photo); Page 8: Warnick eyes reorganization, role of student government (photos); Page 9: Warnick eyes reorganization, role of student government (photos); Page 10: Theatre group rehearsing ‘Company’; Inaugural dance set; Page 11: Nader speaks at WSU; Sensory session planned; Page 12 (sports): Vandal sluggers get slow start; Page 13 (sports cont’d): As I see it…; Nutrition and the athlete workshop set for Saturday; Pi Beta Sigma fund challenge unanswered; Page 14: Events; Page 15: Comics; U of I architecture accredited; Head, Hanes top athletes; Women’s films offered; Page 16: No. Advertising;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"March 28, 1975",1975-03-28,"Page 1 (front page): Thinking of moving up? Try the county jail; New regent named; Also inside today; Page 2: Reorganization proposal shot down; Faculty committees come and go; Approval of rood halted by Regents; Page 3: Rape line acts to assist victims; Page 4 (opinion): Keeping tabs on senators; The question of rally squad; Little cages on the hillside; Student fee reduction possible; Page 5: End commercial whaling; Page 6: Warnick: Separate communications fee proposed; future of University of Idaho discussed (photos); Page 7: Activities set for campus chest; Bohon starting own magazine; Page 8: Philippine diary: Simple dating may lead to wedlock; Page 9: Idaho agriculture: Producing for a hungry world (photos); Advisory Service heads reshuffled; New meal ticket plan draws fire; Legislature approves regional primary; Page 10 (sports): Vandals take doubleheader; Ski area show thanks; Page 11 (sports cont’d): Orienteer Club sponsoring Moscow Mountain Meet; Second place finish high for tracksters; Page 12: Employment program is extended; Crossword answers; Ancient war game begins; Action; Page 13: Argonaut puzzle: I’ll drink to that; Reward offered in attempt to curb rising vandalism; Page 14: What’s Happening; Page 15: Comics; Moscow to Boise run planned; ‘Dirty’ movies arouse concern from SUB head; Events; Page 16: Idahoans take it hook, line and…..;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 1, 1975",1975-04-01,"Page 1 (front page): If you don’t read this Arg, we’ll shoot this dog (photo); Nixon due; Pot legalized; Ford exiled; New policy; Page 2: Carter named big cheese; Celebrities wed; Page 3: Vettrus found dead at salad bar (photo); Page 4: Graduate applauds regents action; The New Idaho Stadium has finally got the dome we’ve all been awaiting for (photo only); Dean fights college closure; What about that date?; A real pain in the butt; Page 5: Mob hoops Schmitz after concert; Council meats; Page 6: Jocks found in sheepish position; Head cheerer busted for lewdness; As I see it…; Page 7: Comics; Beerball featured as new sport; Page 8: Hot L Moscow beats the Baltimore; Fear of abolishing tenure system opens new positions; What’s happening; University loses entire accreditation;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 2, 1975",1975-04-02,"Page 1 (front page): Tenure question confronts regents; Zumwalt makes good (photo); Argonaut goes daily; Page 2: Proposed system includes dictator; Engineering symposium begins today; Rape rumors exaggerated; Thai official visits Idaho while on tour; Page 3: ASUI budget considered by senate; Faculty investigates collective bargaining; Media magazine announced; Page 4 (opinion): Speaking of names; Regent watching; Sexist treatment charged; Compulsory schooling wrong; Extricating the fair from the festival; Go-ers explain game; Fish story; Page 5: Philippine Diary: Attitudes differ between culture; Smithsonian wants diaries; Page 6 (sports): Women gymnasts improve; Sluggers don’t live up to name; Page 7: Comics; Tracksters will seek revenge; Netters record three wins; Art on display; Page 8: Thanks to an overwhelming response from the students of the University of Idaho, Little Augie is alive today (photo only); Parents weekend scheduled; Remodeling policy delayed; Roof not halted; Reorganization plan to be resubmitted; ‘Til graduation brings us together;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 3, 1975",1975-04-03,"Page 1 (front page): Suit could clarify fees, regents say (photos); Tenure/dismissal session: Faculty chairman attend unofficially; Page 2: Munson: Development of new programs needed for future; proposed tenure policy to limit peer control (photo); Senate endorses concert; administration is opposed; Golf course budget swells; Officials participate in counseling workshop; Page 3: Regents welcome fee clarification [cont’d from pg. 1] (photo); Dismissal policy needs [cont’d from pg. 1]; Evans demands court action; Kidwell wants bill on legislative services; Page 4 (opinion): Dormitories beat jail any time; Impeach Sherman Carter (photo); Gun controls threaten wildlife, constitutional rights; Page 5: Inflation fighters happy with cabin; Members silent over service report; Ankles, thighs, featured at campus chest legs feat; Page 6 (sports): Spirits boosted by 28 lettermen (photo); Page 7: Comics; Women’s Recreation Association sponsors annual recognition hour; April 18 is last day to withdraw from classes; Vandals win doubleheader; ASUI golf course opens season, “cheapest prices anywhere”; Page 8: Student Rights Committee ask for fee structure change; Horsemanship training subject of short course; Is it a deep sea diver? Is it a visitor from outer space? Is it a Trekkie? (photo only);","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 4, 1975",1975-04-04,"Page 1 (front page): Regents set ’76 budgets (photos); Page 2: Textbook shortage worries director; Action Program offers credit-money; Page 3: Board discusses other institutions; KUOI seeks funds to add stereo; Communications plans workshop; Problem solving topic of planning workshop; Page 4 (opinion): Moving towards a free and independent press; Thanks, Kevin for the April Fool’s fish story; ‘Profit’ figure clarified; Dumb bunnies deserve ‘chicks’; Progressive rock questioned; Page 5: Land planner to give talk; Germans display innovative art; Page 6: All aboard: students make tracks by riding the rails (photos); Page 7: All aboard: students make tracks by riding the rails (photos); Page 8: Rails made for ridin’ [cont’d from pg. 1] (photo); Page 9 (sports): Joe Ruscio follows “the Babe” (photo); Salary plans meet dissent; Moscow to Boise or bust; Page 10: Film treats Lenny Bruce as he was – a man gunned down by the “system”; Drama budget reduction proposed; Film society presenting science fiction features; Page 11: Comics; What’s happening; Page 12: Help is needed: Bleed for the person of your choice;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 8, 1975",1975-04-08,"Page 1 (front page): Campus alcohol defeated (photo); Blue Mountain date, place, arrangements uncertain (photo); Page 2: Whitby wants financial info, soy bean burgers; Tenure, promotions granted to U of I faculty members; Arg writers win award; Senate to confer on fee bill; Page 3: New regent: Chosen because he’s a farmer (photo); Hay chosen regents head; Affirmative Action, evaluation comes before Faculty Council; Atlas, a game of political power; Page 4 (opinion): Drinking: regents all wet, students still dry; Speak up against Blue Mountain; Report rapes to improve accuracy; In defense of Sherman Carter; Page 5: New program offered; Three win bank scholarships; Page 6: Philippine Diary: Culture and values differ from U.S.; Interviews for student-faculty committees set for next week; Art show features old towns; Winners named in photo contest; Page 7: Events; Regents pass controversial policy on faculty dismissal; Russian exile to speak Friday; Page 8: Blue Mountain on shaky ground (photo); Page 9 (sports): As I see it; Weather keeps intramurals inside; Idaho netters remain victorious; Vandal runners set career records at Spokane contest (photo); Grants for women passed; Page 10: Best Musical of 1971 is scheduled for Parent’s Weekend (photos); Page 11: Comics; Creator of “Soylent Green” will lecture on his production; Ecologist Ian McHarg will speak on planning and environment; Craft items to be sold at homemakers meeting; Page 12: No. Advertising;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 11, 1975",1975-04-11,"Page 1 (front page): Spring arrived in Moscow Thursday — at least momentarily (photo only); Parents Weekend activities due; Vegetation; Proposition; Recognition; Page 2: Warnick, senate in funding battle; Living group assignments issued to ASUI Senators; College Bowl starts Monday; Page 3: Board establishes financial policy; Oil shoots stadium cost up; Page 4 (opinion): Full fees for student-teachers questioned; Primary becoming reality; Campus Chest extends thanks; Page 5 (opinion cont’d): Blue Mountain defenders speak out; Veterans charge funds misuse; Debating limiting debating; Page 6: U of I art professors set gallery art show; Bored? Try a recital; Page 7: Seminar given on fire fighting; Carter calls CSR bluff, fee refunds denied; Computers battle insect pests; Page 8 (sports): Women in sports: The day of the woman athlete has arrived in the world of sports (photos); Page 9 (sports cont’d): Women in sports: The day of the woman athlete has arrived in the world of sports (photos); Women’s scholarship will be determined in the future; Page 10 (sports cont’d): Gonzaga edges Idaho; Members of the Vandal baseball team practice… (photo only); Summer training clinic set for women coaches; Tracksters, weight lifters at it again; Aviation seminar being sponsored; ATO’s prove superior lifters; Golf club hires teaching pro; Page 11 (sports cont’d): Horsemen feature renowned trainer; Women’s track sets meet; Page 12: Musical “Company” termed success; ATO’s celebrate 50 years; Page 13: Ecology McHarg’s topic; Summer child care offered; Golf tourney scheduled soon; Page 14: Warnick seeks reorganization; What’s happening; Page 15: Comics; Events; American party head due here; Grow your own; Page 16: Plans still underway for festival; April 18 is last day to withdraw from classes; Are you sitting comfortably?;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 15, 1975",1975-04-15,"Page 1 (front page): University offices plan move (photos); Preserving; Triumphing; Awarding; Page 2: Senate business: Remodeling, refunding, reorganization; May Fete awards announcement (photo); Page 3: Discussion continues on teacher evaluation; Point system to remain for dorm meals; U of I professors set art display; Page 4 (opinion): Student control of stadium supported; Dogs in the past; Yake still full of clichés; Bombs away?; Short notice for festival not enough time; Love your neighbor; Page 5: New, faster computer to be used at center; Gordon Rowland, guitarist, to perform here this Friday; Program slated for children this Saturday at Pullman; Education conference will be held; Page 6: U of I, LCSC rodeo clubs join for intercollegiate contest; Rally squad tryouts set; Food stamp center location moves; Folkdancing sessions set for performing groups; Page 7: WSU will feature author of Malcolm X biography; George Abbey will discuss space program; Media head applications available; Nixon was architect of strong U.S. foreign policy, Soviet says; Page 8: Idaho Conservation League: Working today to save the environment for tomorrow (photo); Page 9: Idaho Conservation League: Working today to save the environment for tomorrow (photos); Page 10 (sports): As I see it; Women’s tennis team stands 1-1; First scrimmage shows promise; Women tracksters place fifth; Page 11 (sports cont’d): Vandal trackmen outdo themselves; WRA plans spring activities (photo); Page 12 (sports cont’d): Vandals improve baseball record with come from behind wins (photo); Box score; Page 13: Davis admits personal use of campaign funds; Employment outlook grim; Page 14: Philippine diary: Family living becoming obsolete; Second annual outdoor swap features recreational gear; Page 15: Comics; Woman seeks 5th degree; Page 16: World renowned musician received first violin at the age of two (photo); Events;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 18, 1975",1975-04-18,Page 1 (front page): Communication plan clears hurdle; Proposal rejected by SUB board (photo); ’Twas the 18th of April in ’75; Page 2: Stadium may be named for Kibbie (photo); Warnick goads Faculty Council; Changes in student evaluation of teachers to be implemented; Page 3: French Language House may lose quarters for comfortable living (photo); Senate compromises with Warnick; Reorganization plan tabled; Conservation League address; Students to show own work at Dance Theatre concert; Page 4 (opinion): Simplistic fishing defended by ‘inaccurate’ journalist; SUB meeting rooms needed; Violinist can’t keep job; Don’t go after ammunition; Page 5: Mining pollution investigated; Horseman’s class planned; Business student displays photos at SUB; French House features native film; Romulons thwart trekkies; Wood companies set lectures today; Page 6: Health clinic commended; Oxfam seeking aid in plant a seed day; Class working on environment; Page 7: Emotions: important part of music (photo); Page 8 (sports): ATOs lift title; Nelson awarded academic honors (photo); Idaho drops doubleheader (photo); Trackmen seek experience; Page 9 (sports cont’d): JC transfer breaking records (photo); Page 10: What’s happening; Page 11: Comics; Americans are beautiful but…; Students may tour capitol in foreign policy course; Page 12: Events; Shelledy faces jail term; Today is last day to withdraw from classes;,"Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 22, 1975",1975-04-22,"Page 1 (front page): Festival is Sunday, promoter says; Top bands due to attend (photo); KUID-TV plans show on fest; Page 2: Senate to visit residents on communications move; Stadium to be discussed; Senators may be recalled; Week of activities scheduled for GDI’s; Page 3: Idaho media take awards; Rally squad chosen for next year (photo); Athletic dept. takes bids; Senate prepares ASUI budget; Page 4 (opinion): Publishing the facts: in the line of duty; Volunteers needed for festival; Students invited to budget hearings; Page 5: Violin concerto no. 2 in D minor, Twain-style; 60-day contract suggested; Put in their place; Page 6: Virginia Woolf set for Wednesday (photo); Gays no longer ashamed; U of I professor named outstanding educators; Page 7: And they fired the shot heard ‘round the world (photos); Page 8 (sports) Intramural head hanging up cleats (photo); Idaho broncos fare well in Lewiston rodeo action (photo); Page 9 (sports cont’d): Women tracksters set first home meet for this weekend; Vandals break even on road trip; Women’s tennis team to face WSU; Page 10: Foreign students explain differences; Rowland concert nice n’ easy; Page 11: Comics; Philippine dairy: T.V. causes nonexistent diseases; Chemistry student wins fellowship; Page 12: Events; U of I Arboretum: one man’s dream of a forest on campus;","Argonaut Index, September 1, 1974 through May 13, 1975
"
"April 25, 1975",1975-04-25,"Page 1 (front page): Moscow band to kick off festival (photo); Argonaut draws fire for leak; The schedule; Page 2: Budget causes tempers to flare; Students organize petition drive to recall senators; Argonaut draws fire (cont’d from pg. 1); Page 3: New media heads chosen by communications board; Stadium names bantered; Third floor communications complex subject of forum; Fulbright grants enable students to study in overseas countries; Page 4 (opinion): Color it blue; Kid stuff it isn’t; Argonaut does its job-- for once; Of toga-clad senators…; …and secret SUB-rats; Meetings scheduled; Page 5 (opinion cont’d): Buxton lets loose comment; Theatre students deny involvement in recall; Belated thanks; Page 6: Argonaut, board masquerading, senator says; Third floor question probed; Page 7: Be a Trekkie-drink, fly, get high (photo); Page 8 SIN: not your average fraternity; Apply to study overseas; Page 9: Opinions differ on London study; Philippine Diary: Culture insulates consumerist; Course Offered; Page 10 (sports): Silver, gold clashing Saturday; Shea, Zander and Kellogg named intramural champs; Idaho team makes clean sweep of agricultural judging contest; Page 11: There’s no love in Milk Wood (photo); Positive measures needed; Few Lightfoot tickets left; Page 12: I-F sponsors “Soylent Green”; Council handles special agenda; Page 13: What’s happening; Page 14: Air Society has largest donation (photo); Make reservations soon; Page 15: Comics; Vandalism to residences costing U of I thousands; Job openings available; Woolston silkscreens on display; Page 16: Events; Graham hall takes college bowl (photo); GDI activities finish week;","Argonaut Index, September 1, 1974 through May 13, 1975
"
